ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_max,fiftytwo_week_min,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time,security,sector,sub_industry,headquarter,date_added,cik,founded
CVS,59.06,-1.71,-1.03,4.85,2024-11-26,81.44,53.2,56.4,59.22,62.78,54.7,1.97,3.34,0,0,60.1,2024-11-25,59.06,2024-11-26,-1.71,61.62,2024-11-06,53.2,2024-11-15,5.81,81.44,2024-01-05,53.2,2024-11-15,-26.95,113.44,2015-07-29,0.3,1974-12-23,3534.0,CVS Health,Health Care,Health Care Services,"Woonsocket, Rhode Island",1957-03-04,64803,1996
CVX,162.6,1.42,2.28,4.34,2024-11-26,166.4,137.9,157.1,152.4,154.0,66.25,2.46,1.51,0,0,162.6,2024-11-26,160.4,2024-11-25,1.42,162.6,2024-11-26,153.1,2024-11-01,6.25,166.4,2024-04-29,137.9,2024-09-11,8.8,188.0,2022-11-15,2.41,1970-07-07,4836.0,Chevron Corporation,Energy,Integrated Oil & Gas,"San Ramon, California",1957-03-04,93410,1879
CZR,38.56,-2.16,-0.85,1.2,2024-11-26,49.16,31.84,39.38,41.6,39.06,44.28,1.41,3.67,0,0,39.4,2024-11-25,38.56,2024-11-26,-2.16,41.12,2024-11-07,36.53,2024-11-18,-1.66,47.78,2024-01-02,31.84,2024-05-30,-19.28,119.5,2021-10-01,3.89,2015-02-03,786.5,Caesars Entertainment,Consumer Discretionary,Casinos & Gaming,"Reno, Nevada",2021-03-22,1590895,1973
D,58.97,0.74,0.44,2.18,2024-11-26,60.94,44.16,57.9,58.1,53.03,56.0,1.16,1.96,0,0,58.97,2024-11-26,58.53,2024-11-25,0.74,59.0,2024-11-01,56.2,2024-11-14,-0.04,60.94,2024-10-23,44.16,2024-01-24,21.55,89.8,2020-02-24,3.12,1980-03-27,1762.0,Dominion Energy,Utilities,Multi-Utilities,"Richmond, Virginia",2016-11-30,715957,1983
DAL,64.7,0.31,0.2,2.48,2024-11-26,64.9,36.03,61.84,55.75,48.22,67.0,1.96,3.03,0,0,64.7,2024-11-26,64.5,2024-11-25,0.31,64.9,2024-11-14,56.88,2024-11-04,10.79,64.9,2024-11-14,36.97,2024-01-22,59.9,64.9,2024-11-14,3.93,2009-03-05,212.2,Delta Air Lines,Industrials,Passenger Airlines,"Atlanta, Georgia",2013-09-11,27904,1929
DAY,79.9,-2.37,-1.94,3.83,2024-11-26,81.8,48.3,76.6,68.2,61.0,66.6,2.39,3.0,0,0,81.8,2024-11-25,79.9,2024-11-26,-2.37,81.8,2024-11-25,74.56,2024-11-15,6.15,81.8,2024-11-25,48.3,2024-07-09,20.95,130.4,2021-11-02,30.52,2018-04-27,155.9,Dayforce,Industrials,Human Resource & Employment Services,"Minneapolis, Minnesota",2021-09-20,1725057,1992
DD,83.56,-1.05,-0.89,1.01,2024-11-26,89.56,61.22,83.25,84.7,79.3,50.2,1.45,1.74,0,0,84.44,2024-11-25,83.56,2024-11-26,-1.05,86.56,2024-11-07,81.4,2024-11-19,1.26,89.56,2024-09-27,61.22,2024-02-05,7.78,109.6,2018-01-26,6.29,1982-08-06,1048.0,DuPont,Materials,Specialty Chemicals,"Wilmington, Delaware",2019-04-02,1666700,2017 (1802)
DE,460.8,-0.43,-1.99,0.94,2024-11-26,462.8,344.8,410.8,409.5,387.8,74.25,11.44,2.48,0,0,462.8,2024-11-25,460.8,2024-11-26,-0.43,462.8,2024-11-25,389.5,2024-11-13,15.05,462.8,2024-11-25,344.8,2024-08-05,14.91,462.8,2024-11-25,2.33,1974-09-04,17100.0,Deere & Company,Industrials,Agricultural & Farm Machinery,"Moline, Illinois",1957-03-04,315189,1837
DECK,194.0,-1.29,-2.54,0.78,2024-11-26,196.5,108.6,175.0,165.5,155.6,74.3,5.44,2.81,0,0,196.5,2024-11-25,194.0,2024-11-26,-1.29,196.5,2024-11-25,158.1,2024-11-01,22.66,196.5,2024-11-25,108.7,2024-01-05,72.7,196.5,2024-11-25,0.08,1998-12-16,15770.0,Deckers Brands,Consumer Discretionary,Footwear,"Goleta, California",2024-03-18,910521,1973
DELL,142.1,-1.44,-2.08,4.31,2024-11-26,179.2,67.6,134.8,126.94,122.5,62.5,4.89,3.44,0,0,144.1,2024-11-25,142.1,2024-11-26,-1.44,144.2,2024-11-22,129.9,2024-11-04,8.57,179.2,2024-05-29,74.8,2024-01-02,90.0,179.2,2024-05-29,12.0,2016-08-18,1077.0,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals","Round Rock, Texas",2024-09-23,1571996,2016
DFS,182.0,-0.35,-0.64,0.31,2024-11-26,182.6,87.25,169.5,154.1,134.0,67.75,5.17,2.84,0,0,182.6,2024-11-25,182.0,2024-11-26,-0.35,182.6,2024-11-25,149.1,2024-11-04,20.31,182.6,2024-11-25,97.0,2024-01-18,62.03,182.6,2024-11-25,4.89,2009-03-05,533.0,Discover Financial,Financials,Consumer Finance,"Riverwoods, Illinois",2007-07-02,1393612,1985
DG,74.8,-2.33,-1.78,1.64,2024-11-26,161.2,73.25,77.4,80.75,119.25,39.8,2.31,3.09,0,0,76.56,2024-11-25,74.8,2024-11-26,-2.33,82.0,2024-11-04,73.25,2024-11-20,-8.51,161.2,2024-03-12,73.25,2024-11-20,-46.72,260.5,2022-10-28,21.7,2010-02-05,229.1,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,"Goodlettsville, Tennessee",2012-12-03,29534,1939
DGX,162.2,-0.09,-0.14,0.26,2024-11-26,163.9,123.75,159.0,155.1,143.1,60.66,3.05,1.88,0,1,162.5,2024-11-25,162.2,2024-11-26,-0.09,163.9,2024-11-21,154.1,2024-11-05,4.51,163.9,2024-11-21,123.75,2024-02-05,15.25,173.0,2021-12-31,3.5,1996-12-17,4536.0,Quest Diagnostics,Health Care,Health Care Services,"Secaucus, New Jersey",2002-12-12,1022079,1967
DHI,168.0,-2.82,-4.88,1.01,2024-11-26,197.0,125.94,166.2,178.8,162.9,47.53,5.23,3.11,0,0,173.0,2024-11-25,168.0,2024-11-26,-2.82,173.2,2024-11-05,161.1,2024-11-13,0.25,197.0,2024-09-19,135.2,2024-07-02,12.13,197.0,2024-09-19,1.09,1992-10-14,10070.0,D. R. Horton,Consumer Discretionary,Homebuilding,"Arlington, Texas",2005-06-22,882184,1978
DHR,236.0,-0.7,-1.67,1.33,2024-11-26,280.8,217.5,240.4,256.8,256.5,37.0,4.84,2.05,0,0,237.6,2024-11-25,236.0,2024-11-26,-0.7,250.1,2024-11-05,230.0,2024-11-18,-4.74,280.8,2024-08-01,224.6,2024-01-17,0.52,294.8,2021-09-03,0.04,1982-06-23,inf,Danaher Corporation,Health Care,Life Sciences Tools & Services,"Washington, D.C.",1998-11-18,313616,1969
DIS,115.6,-0.3,-0.35,3.75,2024-11-26,122.8,85.6,104.94,99.0,101.9,80.44,2.52,2.18,0,0,116.0,2024-11-25,115.6,2024-11-26,-0.3,116.0,2024-11-25,95.8,2024-11-04,20.7,122.8,2024-04-02,85.6,2024-08-13,27.5,201.9,2021-03-08,0.05,1962-10-26,inf,Walt Disney Company (The),Communication Services,Movies & Entertainment,"Burbank, California",1976-06-30,1744489,1923
DLR,193.0,0.09,0.18,0.95,2024-11-26,193.0,130.9,182.4,170.9,152.6,72.1,3.97,2.06,1,0,193.0,2024-11-26,192.9,2024-11-25,0.09,193.0,2024-11-26,173.6,2024-11-06,9.66,193.0,2024-11-26,130.9,2024-01-05,42.72,193.0,2024-11-26,12.0,2004-10-29,1508.0,Digital Realty,Real Estate,Data Center REITs,"Austin, Texas",2016-05-18,1297996,2004
DLTR,69.1,-0.96,-0.67,1.75,2024-11-26,150.0,61.22,64.94,67.6,102.3,57.1,2.67,3.86,0,0,69.75,2024-11-25,69.1,2024-11-26,-0.96,69.75,2024-11-25,61.22,2024-11-11,3.77,150.0,2024-03-07,61.22,2024-11-11,-51.53,174.1,2022-04-20,1.09,1995-03-08,5812.0,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,"Chesapeake, Virginia",2011-12-19,935703,1986
DOC,22.3,1.43,0.32,1.19,2024-11-26,23.12,16.19,21.95,22.17,20.2,54.9,0.5,2.22,0,0,22.3,2024-11-26,21.98,2024-11-25,1.43,22.77,2024-11-08,20.86,2024-11-15,1.43,23.12,2024-10-23,16.19,2024-02-26,11.31,50.34,2013-05-21,4.35,1985-10-02,360.8,Healthpeak Properties,Real Estate,Health Care REITs,"Denver, Colorado",2008-03-31,765880,1985
DOV,205.2,-0.13,-0.27,0.35,2024-11-26,205.5,140.1,199.0,194.0,181.8,63.97,3.43,1.67,0,0,205.5,2024-11-25,205.2,2024-11-26,-0.13,205.5,2024-11-25,189.1,2024-11-01,8.56,205.5,2024-11-25,144.5,2024-01-17,35.5,205.5,2024-11-25,1.38,1980-03-27,13850.0,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,"Downers Grove, Illinois",1985-10-31,29905,1955
DOW,44.16,-3.75,-1.72,4.59,2024-11-26,60.0,43.66,46.38,50.25,54.1,32.28,1.04,2.37,0,0,45.88,2024-11-25,44.16,2024-11-26,-3.75,48.97,2024-11-01,43.66,2024-11-19,-9.84,60.0,2024-04-03,43.66,2024-11-19,-20.2,70.94,2021-05-17,22.0,2020-03-16,-11.35,Dow Inc.,Materials,Commodity Chemicals,"Midland, Michigan",2019-04-01,1751788,2019 (1897)
DPZ,469.8,0.14,0.66,0.21,2024-11-26,533.5,388.2,439.2,429.2,459.5,68.5,12.11,2.58,1,0,469.8,2024-11-26,469.2,2024-11-25,0.14,469.8,2024-11-26,425.8,2024-11-01,10.34,533.5,2024-06-18,400.0,2024-01-05,13.72,564.5,2021-12-31,2.83,2008-11-20,3380.0,Domino's,Consumer Discretionary,Restaurants,"Ann Arbor, Michigan",2020-05-12,1286681,1960
DRI,172.9,-1.3,-2.29,0.48,2024-11-26,175.9,138.0,165.8,164.4,157.0,61.38,4.22,2.44,0,0,175.2,2024-11-25,172.9,2024-11-26,-1.3,175.2,2024-11-25,158.8,2024-11-04,8.32,175.9,2024-03-06,138.0,2024-07-10,6.57,175.9,2024-03-06,4.1,1997-03-04,2876.0,Darden Restaurants,Consumer Discretionary,Restaurants,"Orlando, Florida",1995-05-31,940944,1938
DTE,125.06,-0.11,-0.14,0.43,2024-11-26,130.0,102.4,121.75,124.6,116.75,57.47,1.9,1.52,0,0,125.2,2024-11-25,125.06,2024-11-26,-0.11,125.2,2024-11-25,117.06,2024-11-07,3.09,130.0,2024-10-23,102.4,2024-01-24,11.88,139.1,2022-04-20,6.38,1974-12-27,383.8,DTE Energy,Utilities,Multi-Utilities,"Detroit, Michigan",1957-03-04,936340,1995
DUK,116.25,1.08,1.24,1.02,2024-11-26,120.75,90.6,113.4,115.06,105.6,58.03,1.78,1.53,0,0,116.25,2024-11-26,115.0,2024-11-25,1.08,116.25,2024-11-26,110.7,2024-11-14,3.16,120.75,2024-10-18,90.6,2024-02-26,18.84,120.75,2024-10-18,6.43,1980-03-17,1708.0,Duke Energy,Utilities,Electric Utilities,"Charlotte, North Carolina",1976-06-30,1326160,1904
DVA,167.6,0.38,0.63,0.22,2024-11-26,167.6,99.6,154.5,158.4,143.9,64.94,4.38,2.61,1,0,167.6,2024-11-26,167.0,2024-11-25,0.38,167.6,2024-11-26,141.6,2024-11-01,18.38,167.6,2024-11-26,103.9,2024-01-23,56.8,167.6,2024-11-26,0.85,2000-03-21,4014.0,DaVita,Health Care,Health Care Services,"Denver, Colorado",2008-07-31,927066,1979
DVN,37.38,-2.3,-0.88,6.26,2024-11-26,54.5,37.38,38.72,39.84,45.25,39.03,1.01,2.7,0,0,38.28,2024-11-25,37.38,2024-11-26,-2.3,40.03,2024-11-06,37.38,2024-11-26,-2.43,54.5,2024-04-10,37.38,2024-11-26,-18.44,124.4,2008-05-20,0.88,1988-07-28,564.5,Devon Energy,Energy,Oil & Gas Exploration & Production,"Oklahoma City, Oklahoma",2000-08-30,1090012,1971
DXCM,77.5,-0.46,-0.36,2.28,2024-11-26,140.5,64.0,72.75,70.94,101.0,62.53,2.64,3.41,0,0,77.8,2024-11-25,77.5,2024-11-26,-0.46,77.8,2024-11-25,68.6,2024-11-06,10.13,140.5,2024-04-09,64.0,2024-07-26,-37.06,162.9,2021-11-17,0.35,2008-11-20,2540.0,Dexcom,Health Care,Health Care Equipment,"San Diego, California",2020-05-12,1093557,1999
EA,164.6,0.33,0.54,0.82,2024-11-26,168.0,125.25,159.6,150.1,141.0,65.8,3.11,1.89,0,0,164.6,2024-11-26,164.1,2024-11-25,0.33,168.0,2024-11-21,151.2,2024-11-01,8.87,168.0,2024-11-21,125.25,2024-05-08,21.28,168.0,2024-11-21,0.4,1990-10-11,31840.0,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,712515,1982
EBAY,65.1,0.17,0.11,1.57,2024-11-26,67.2,40.62,61.7,63.56,55.62,62.84,1.45,2.22,1,0,65.1,2024-11-26,65.0,2024-11-25,0.17,65.1,2024-11-26,58.12,2024-11-01,12.03,67.2,2024-10-08,40.66,2024-01-17,48.38,80.56,2021-10-22,0.51,1998-10-08,7736.0,eBay,Consumer Discretionary,Broadline Retail,"San Jose, California",2002-07-22,1065088,1995
ECL,249.1,0.9,2.23,0.38,2024-11-26,261.5,188.4,247.0,251.6,238.4,51.53,3.74,1.5,1,0,249.1,2024-11-26,246.9,2024-11-25,0.9,250.5,2024-11-11,241.8,2024-11-20,1.87,261.5,2024-10-18,195.2,2024-01-05,25.7,261.5,2024-10-18,1.0,1982-03-04,9864.0,Ecolab,Materials,Specialty Chemicals,"Saint Paul, Minnesota",1989-01-31,31462,1923
ED,101.2,1.74,1.73,0.95,2024-11-26,107.4,86.2,98.7,101.8,95.8,56.44,1.57,1.55,0,0,101.2,2024-11-26,99.5,2024-11-25,1.74,101.2,2024-11-26,95.25,2024-11-14,1.2,107.4,2024-10-23,86.2,2024-02-26,9.51,107.4,2024-10-23,1.53,1974-06-21,899.5,Consolidated Edison,Utilities,Multi-Utilities,"New York City, New York",1957-03-04,1047862,1823
EFX,258.5,-2.0,-5.28,0.42,2024-11-26,307.2,213.0,261.2,276.0,263.0,44.44,6.92,2.68,0,0,264.0,2024-11-25,258.5,2024-11-26,-2.0,271.0,2024-11-11,245.0,2024-11-19,-2.19,307.2,2024-08-30,216.2,2024-04-19,7.81,307.2,2024-08-30,0.71,1980-04-07,33660.0,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,33185,1899
EG,388.0,-0.55,-2.14,0.22,2024-11-26,410.5,347.8,370.5,380.8,379.0,59.53,8.02,2.07,0,0,390.0,2024-11-25,388.0,2024-11-26,-0.55,390.0,2024-11-25,347.8,2024-11-04,10.54,407.0,2024-10-04,347.8,2024-11-04,7.27,414.5,2023-11-27,18.75,1995-10-04,1877.0,Everest Group,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,1095073,1973
EIX,87.7,0.09,0.08,0.74,2024-11-26,87.75,64.44,83.7,84.7,77.06,65.44,1.38,1.57,0,0,87.7,2024-11-26,87.6,2024-11-25,0.09,87.7,2024-11-26,81.0,2024-11-04,8.09,87.75,2024-10-01,64.44,2024-02-13,21.22,87.75,2024-10-01,3.72,1974-09-13,1303.0,Edison International,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,827052,1886
EL,72.2,-1.09,-0.79,2.28,2024-11-26,158.0,62.75,68.25,82.25,111.6,49.0,3.07,4.25,0,0,73.0,2024-11-25,72.2,2024-11-26,-1.09,73.0,2024-11-25,62.75,2024-11-12,8.4,158.0,2024-03-13,62.75,2024-11-12,-50.38,371.8,2022-01-04,8.09,1996-01-19,737.0,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,"New York City, New York",2006-01-05,1001250,1946
ELV,401.0,-1.59,-6.49,0.65,2024-11-26,562.5,394.2,410.5,455.0,508.8,35.56,10.23,2.55,0,0,407.5,2024-11-25,401.0,2024-11-26,-1.59,429.2,2024-11-07,394.2,2024-11-19,-3.12,562.5,2024-09-03,394.2,2024-11-19,-16.23,562.5,2024-09-03,20.45,2001-10-30,1861.0,Elevance Health,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,1156039,2014 (1946)
EMN,105.0,-0.82,-0.87,0.47,2024-11-26,113.75,82.1,102.75,106.44,99.3,53.28,2.13,2.03,0,0,105.8,2024-11-25,105.0,2024-11-26,-0.82,105.8,2024-11-25,100.06,2024-11-04,3.85,113.75,2024-09-26,82.1,2024-02-13,17.44,130.0,2021-06-01,9.0,2009-03-05,364.0,Eastman Chemical Company,Materials,Specialty Chemicals,"Kingsport, Tennessee",1994-01-01,915389,1920
EMR,133.4,0.43,0.57,1.47,2024-11-26,133.4,87.7,123.75,115.2,110.7,76.56,2.7,2.03,1,0,133.4,2024-11-26,132.8,2024-11-25,0.43,133.4,2024-11-26,108.44,2024-11-01,22.92,133.4,2024-11-26,91.75,2024-01-31,39.06,133.4,2024-11-26,1.81,1974-10-04,3654.0,Emerson Electric,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,32604,1890
ENPH,70.75,-1.65,-1.19,2.9,2024-11-26,137.4,59.53,70.94,89.2,108.94,44.88,4.73,6.69,0,0,71.94,2024-11-25,70.75,2024-11-26,-1.65,89.94,2024-11-05,59.53,2024-11-15,-15.35,136.4,2024-02-15,59.53,2024-11-15,-46.12,336.0,2022-12-02,0.7,2017-05-18,863.5,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",2021-01-07,1463101,2006
EOG,132.1,0.14,0.19,1.93,2024-11-26,138.0,109.6,130.0,128.4,126.1,53.4,2.79,2.11,0,0,132.1,2024-11-26,132.0,2024-11-25,0.14,136.5,2024-11-18,120.8,2024-11-01,9.38,138.0,2024-04-10,109.6,2024-02-05,8.69,148.2,2022-11-08,2.09,1992-02-06,5188.0,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,821189,1999
EPAM,246.9,-0.91,-2.28,0.3,2024-11-26,314.8,170.2,224.4,208.4,221.9,68.56,7.25,2.94,0,0,249.1,2024-11-25,246.9,2024-11-26,-0.91,249.1,2024-11-25,189.2,2024-11-01,30.48,314.8,2024-03-07,170.2,2024-06-18,-15.22,717.5,2021-11-08,13.4,2012-02-15,1663.0,EPAM Systems,Information Technology,IT Consulting & Other Services,"Newtown, Pennsylvania",2021-12-14,1352010,1993
EQIX,980.0,0.59,5.74,0.33,2024-11-26,980.0,692.5,915.0,896.0,823.5,75.06,18.98,1.94,1,0,980.0,2024-11-26,974.5,2024-11-25,0.59,980.0,2024-11-26,888.5,2024-11-01,10.33,980.0,2024-11-26,692.5,2024-05-08,20.94,980.0,2024-11-26,2.9,2003-04-10,133.4,Equinix,Real Estate,Data Center REITs,"Redwood City, California",2015-03-20,1101239,1998
EQR,77.06,0.84,0.64,0.33,2024-11-26,78.06,56.6,73.44,74.06,68.56,63.5,1.38,1.78,1,0,77.06,2024-11-26,76.44,2024-11-25,0.84,77.06,2024-11-26,69.1,2024-11-01,11.47,78.06,2024-09-13,58.12,2024-02-13,23.97,93.25,2022-04-21,12.5,1995-04-20,438.2,Equity Residential,Real Estate,Multi-Family Residential REITs,"Chicago, Illinois",2001-12-03,906107,1969
EQT,45.28,-1.52,-0.7,3.99,2024-11-26,46.88,30.2,41.9,38.7,37.0,66.94,1.44,3.17,0,0,46.0,2024-11-25,45.28,2024-11-26,-1.52,46.88,2024-11-21,35.62,2024-11-01,27.16,46.88,2024-11-21,30.2,2024-08-05,16.38,59.78,2014-05-02,0.53,1980-04-07,6884.0,EQT Corporation,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania",2022-10-03,33213,1888
ERIE,435.8,1.02,4.4,0.04,2024-11-26,545.0,287.0,423.2,476.5,423.2,48.47,10.98,2.52,1,0,435.8,2024-11-26,431.2,2024-11-25,1.02,435.8,2024-11-26,402.5,2024-11-04,4.94,545.0,2024-09-24,327.8,2024-01-09,30.06,545.0,2024-09-24,16.0,1995-10-04,2596.0,Erie Indemnity,Financials,Insurance Brokers,"Erie, Pennsylvania",2024-09-23,922621,1925
ES,63.4,-0.87,-0.56,0.56,2024-11-26,68.4,52.78,62.5,64.5,61.84,51.62,1.11,1.75,0,0,63.97,2024-11-25,63.4,2024-11-26,-0.87,63.97,2024-11-25,60.56,2024-11-12,-0.38,68.4,2024-09-16,52.78,2024-01-22,-0.49,98.56,2020-03-04,5.62,1974-09-13,309.2,Eversource Energy,Utilities,Electric Utilities,"Hartford, Connecticut",2009-07-24,72741,1966
ESS,309.8,0.07,0.21,0.08,2024-11-26,315.2,212.2,298.5,297.0,272.2,62.0,5.55,1.79,1,0,309.8,2024-11-26,309.5,2024-11-25,0.07,309.8,2024-11-26,277.0,2024-11-01,11.86,315.2,2024-09-16,225.6,2024-02-13,23.98,359.2,2022-04-21,14.88,1994-12-28,1499.0,Essex Property Trust,Real Estate,Multi-Family Residential REITs,"San Mateo, California",2014-04-02,920522,1971
ETN,377.8,0.31,1.15,0.85,2024-11-26,377.8,224.6,358.5,345.5,318.2,68.25,8.0,2.12,0,0,377.8,2024-11-26,376.8,2024-11-25,0.31,377.8,2024-11-26,331.2,2024-11-04,12.79,377.8,2024-11-26,233.1,2024-01-03,58.16,377.8,2024-11-26,0.87,1974-12-23,16530.0,Eaton Corporation,Industrials,Electrical Components & Equipment,"Dublin, Ireland",1957-03-04,1551182,1911
ETR,154.9,1.59,2.42,0.68,2024-11-26,154.9,97.2,147.6,138.8,116.8,70.75,3.06,1.98,0,0,154.9,2024-11-26,152.5,2024-11-25,1.59,154.9,2024-11-26,142.4,2024-11-04,7.0,154.9,2024-11-26,97.2,2024-01-24,50.94,154.9,2024-11-26,7.88,1987-12-01,642.0,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,65984,1913
EVRG,64.75,0.43,0.28,0.89,2024-11-26,64.75,48.62,62.53,61.62,56.12,69.06,0.91,1.41,0,0,64.75,2024-11-26,64.5,2024-11-25,0.43,64.75,2024-11-26,59.6,2024-11-01,8.71,64.75,2024-11-26,48.62,2024-02-08,21.22,73.94,2020-02-19,7.31,1974-09-19,395.8,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,1711269,1909
EW,71.25,0.0,0.0,2.18,2024-11-26,95.56,59.7,68.06,67.8,79.5,64.06,1.87,2.62,0,0,71.25,2024-11-25,71.25,2024-11-25,0.0,71.25,2024-11-25,65.75,2024-11-06,5.52,95.56,2024-03-28,59.7,2024-07-25,-5.69,130.6,2021-12-30,1.08,2000-11-01,5084.0,Edwards Lifesciences,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,1099800,1958
EXC,39.44,0.81,0.31,1.45,2024-11-26,41.0,33.62,38.72,39.6,37.56,54.12,0.65,1.66,0,0,39.44,2024-11-26,39.12,2024-11-25,0.81,39.44,2024-11-26,37.97,2024-11-04,3.39,40.97,2024-10-16,33.62,2024-02-05,8.16,65.4,2008-07-10,3.39,1974-12-16,394.2,Exelon,Utilities,Electric Utilities,"Chicago, Illinois",1957-03-04,1109357,2000
EXPD,121.5,-0.7,-0.86,0.36,2024-11-26,131.4,111.3,120.06,121.9,120.75,53.78,2.12,1.75,0,0,122.4,2024-11-25,121.5,2024-11-26,-0.7,122.4,2024-11-25,118.0,2024-11-19,2.07,131.4,2024-09-30,111.3,2024-04-30,-4.37,135.6,2021-12-16,0.15,1984-10-12,inf,Expeditors International,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,746515,1979
EXPE,184.2,0.11,0.21,0.31,2024-11-26,184.9,109.5,174.9,161.2,136.8,69.7,4.47,2.43,0,0,184.2,2024-11-26,184.1,2024-11-25,0.11,184.9,2024-11-22,159.4,2024-11-01,15.61,184.9,2024-11-22,109.5,2024-05-30,23.88,213.8,2022-02-16,12.1,2008-11-20,283.5,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",2007-10-02,1324424,1996
EXR,171.1,0.39,0.67,0.24,2024-11-26,183.1,127.3,165.4,170.1,157.1,58.5,3.75,2.19,1,0,171.1,2024-11-26,170.4,2024-11-25,0.39,171.1,2024-11-26,161.0,2024-11-06,6.18,183.1,2024-09-23,132.5,2024-04-19,4.06,226.8,2021-12-31,5.1,2009-03-16,1269.0,Extra Space Storage,Real Estate,Self-Storage REITs,"Salt Lake City, Utah",2016-01-19,1289490,1977
F,11.14,-2.32,-0.26,30.44,2024-11-26,14.55,9.71,10.88,10.85,11.77,53.38,0.32,2.9,0,0,11.4,2024-11-25,11.14,2024-11-26,-2.32,11.4,2024-11-25,10.22,2024-11-01,8.95,14.55,2024-07-18,9.71,2024-08-05,-8.43,36.66,1999-05-03,0.64,1981-10-29,417.2,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,37996,1903
FANG,175.1,-2.45,-4.4,1.35,2024-11-26,211.0,146.5,179.8,182.1,191.1,42.47,4.93,2.81,0,0,179.5,2024-11-25,175.1,2024-11-26,-2.45,185.2,2024-11-22,175.1,2024-11-26,-0.38,211.0,2024-07-17,149.6,2024-02-05,11.55,211.0,2024-07-17,15.56,2020-03-18,901.0,Diamondback Energy,Energy,Oil & Gas Exploration & Production,"Midland, Texas",2018-12-03,1539838,2007
FAST,83.75,-0.0,-0.0,0.83,2024-11-26,84.4,59.62,81.5,76.8,70.75,70.25,1.34,1.6,0,0,83.75,2024-11-25,83.75,2024-11-26,-0.0,84.4,2024-11-11,77.8,2024-11-04,7.06,84.4,2024-11-11,61.97,2024-01-05,31.8,84.4,2024-11-11,0.05,1987-10-27,inf,Fastenal,Industrials,Trading Companies & Distributors,"Winona, Minnesota",2008-09-15,815556,1967
FCX,43.28,-2.46,-1.09,5.85,2024-11-26,54.88,36.25,44.88,46.9,46.44,40.06,1.25,2.88,0,0,44.38,2024-11-25,43.28,2024-11-26,-2.46,48.6,2024-11-07,42.7,2024-11-15,-5.04,54.88,2024-05-20,36.66,2024-02-13,2.85,62.94,2008-05-20,3.38,2000-11-17,253.4,Freeport-McMoRan,Materials,Copper,"Phoenix, Arizona",2011-07-01,831259,1912
FDS,492.0,0.18,0.88,0.09,2024-11-26,495.8,395.0,477.2,467.8,440.2,62.97,8.69,1.77,1,0,492.0,2024-11-26,491.0,2024-11-25,0.18,495.8,2024-11-14,458.8,2024-11-01,7.22,495.8,2024-11-14,395.0,2024-06-03,6.31,495.8,2024-11-14,3.5,1996-07-16,10970.0,FactSet,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",2021-12-20,1013237,1978
FDX,302.2,-0.93,-2.83,1.01,2024-11-26,313.5,236.4,287.0,276.8,272.8,67.94,6.04,2.0,0,0,305.2,2024-11-25,302.2,2024-11-26,-0.93,305.2,2024-11-25,271.2,2024-11-04,10.2,313.5,2024-07-16,236.4,2024-02-13,19.84,315.5,2021-05-27,0.95,1978-04-12,31740.0,FedEx,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,1048911,1971
